MCTFS Baseline Standard Change Audit (BSCA)
Job:,TC77BSCA
Run Date:,20260629

*
* Report Selection Criteria:
* ==========================
*
* Current Production
* Production History
* Date Range From:2026-03-01
*            To  :2026-05-31
*
* Type       :
* Name       :
* Lasp Op    :
* Appl       :MTFS
* OwnApplGrp :
* Stream     :TFSFOS
* Level      :
* User       :
* Checkout   :
* Env        :
* Release    :
* Workref    :
*

TEST CRITERIA
1. Requirement for the change was documented under a valid work type
2. Proper authorization to make the modification was documented in Jira
3. Evidence of change was documented in Jira Sub-Task
4. Test was performed and accepted demonstrating this modification aligned with requirements
5. Overall project was approved to release to production
6. Release container for the change has two different people approve the release to production

"NOTE: Report has been sorted for optimal audit steps. Sort by DATE, TIME ASC to put in order that was used for random selection."

SELECTED,APPL,TYPE,NAME,VER,ACTION,RELEASE,DATE,TIME,PATH,JIRA #,WORK TYPE,TEST 1,TEST 2,TEST 3,TEST 4,TEST 5,TEST 6,NOTES
,MTFS,JCL,TC52ATS1,4,,PTR0003226,2026-04-20,18:29:19,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,TK0TPTPA,72,,PTR0003226,2026-04-21,13:28:16,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7047ORX,9,,PTR0003227,2026-04-21,13:02:47,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,TK1CFMR1,19,,PTR0003229,2026-04-23,12:08:13,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T33BPAY,54,,PTR0003229,2026-04-23,12:08:18,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033596,179,,PTR0003230,2026-05-05,10:45:52,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033310,13,,PTR0003231,2026-04-29,09:19:51,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033520,23,,PTR0003232,2026-05-05,10:47:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033066,19,,PTR0003235,2026-05-04,09:59:33,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033054,26,,PTR0003235,2026-05-04,09:59:38,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033092,29,,PTR0003236,2026-04-30,06:21:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033088,41,,PTR0003236,2026-04-30,06:21:46,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033359,111,,PTR0003238,2026-05-01,11:22:47,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,TVSPTVSM,7,,PTR0003239,2026-05-01,08:43:16,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX055V,2,,PTR0003240,2026-04-29,12:45:00,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX055V,3,,PTR0003240,2026-05-01,11:20:56,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK105500,2,,PTR0003240,2026-05-01,11:21:00,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033264,8,,PTR0003241,2026-05-01,09:40:13,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX056V,2,,PTR0003242,2026-05-07,10:32:28,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK1056P1,1,,PTR0003242,2026-05-07,10:32:30,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK105600,2,,PTR0003242,2026-05-07,10:32:32,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC52DACM,5,,PTR0003243,2026-04-29,08:37:52,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5241WG,12,,PTR0003244,2026-04-29,09:34:20,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,X7030ATP,3,,PTR0003245,2026-05-01,08:51:29,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033UVP,26,,PTR0003246,2026-05-01,09:37:08,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX0542,1,,PTR0003247,2026-04-30,10:17:12,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK105401,2,,PTR0003247,2026-04-30,10:17:17,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK105402,1,,PTR0003247,2026-04-30,10:17:19,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033775,47,,PTR0003248,2026-05-06,12:09:45,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033595,84,,PTR0003250,2026-05-28,11:34:36,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T77DDGR1,5,,PTR0003251,2026-05-19,07:45:17,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033MPL,34,,PTR0003252,2026-05-07,10:34:33,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0TPTPA,75,,PTR0003253,2026-05-04,11:44:31,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030JA,8,,PTR0003254,2026-05-04,12:49:07,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030JC,8,,PTR0003254,2026-05-04,12:49:07,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030JD,8,,PTR0003254,2026-05-04,12:49:08,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030JB,8,,PTR0003254,2026-05-04,12:49:09,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033092,31,,PTR0003255,2026-05-19,14:28:44,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033FIB,33,,PTR0003256,2026-05-05,10:49:46,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,TVLPVSUM,110,,PTR0003257,2026-05-26,10:36:40,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033464,25,,PTR0003258,2026-05-28,11:38:50,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,XK105700,1,,PTR0003261,2026-05-20,13:29:32,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7030210,84,,PTR0003261,2026-05-20,13:29:41,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX057V,4,,PTR0003261,2026-05-20,13:29:43,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033596,186,,PTR0003262,2026-05-15,10:53:41,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033594,399,,PTR0003263,2026-05-26,11:43:54,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,TK0TDBLT,26,,PTR0003266,2026-05-26,10:40:31,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033105,31,,PTR0003268,2026-05-15,10:56:11,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033596,187,,PTR0003281,2026-05-22,09:17:13,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5200ID,17,,PTR0003282,2026-05-29,10:04:31,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7032IL,3,,PTR0003282,2026-05-29,10:04:32,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031BP,1,,PTR0003285,2026-05-26,11:17:53,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030NC,1,,PTR0003285,2026-05-26,11:17:54,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031BT,1,,PTR0003285,2026-05-26,11:17:57,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031BV,1,,PTR0003285,2026-05-26,11:17:57,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TSTX932V,1,,PTR0003285,2026-05-27,08:50:45,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031TC,1,,PTR0003285,2026-05-27,08:50:47,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,XW2FILCV,1,,PTR0003285,2026-05-27,08:50:48,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031FL,1,,PTR0003285,2026-05-27,08:50:48,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031PR,1,,PTR0003285,2026-05-27,08:50:49,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031BG,1,,PTR0003285,2026-05-27,08:50:50,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5300CC,2,D,PTR0003285,2026-05-28,11:31:47,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5300BV,5,D,PTR0003285,2026-05-28,11:31:47,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5300BT,7,D,PTR0003285,2026-05-28,11:31:48,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5300BP,4,D,PTR0003285,2026-05-28,11:31:49,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,W2FILCNV,2,D,PTR0003285,2026-05-28,11:31:50,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TXTX932V,2,D,PTR0003285,2026-05-28,11:31:51,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC53UEM1,2,D,PTR0003285,2026-05-28,11:31:51,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC53PARM,4,D,PTR0003285,2026-05-28,11:31:52,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC53RCNT,2,D,PTR0003285,2026-05-28,11:31:52,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5300BG,5,D,PTR0003285,2026-05-28,11:31:53,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V5,16,,PTR0003288,2026-05-27,07:24:13,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V6,15,,PTR0003288,2026-05-27,07:24:13,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V7,15,,PTR0003288,2026-05-27,07:24:14,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V8,15,,PTR0003288,2026-05-27,07:24:14,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031VP,13,,PTR0003288,2026-05-27,07:24:18,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7033596,190,,PTR0003290,2026-05-29,06:14:39,DBFA,,,N,N,N,N,N,N,
,MTFS,COB,T7034HCB,25,,SR00000090,2026-04-22,04:41:56,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033RCP,29,,SR00000090,2026-04-22,04:42:06,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DB6,9,,SR00000090,2026-04-22,04:42:07,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T31884S2,8,C,SR00000090,2026-04-22,04:42:21,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TCOPRMKF,24,,SR00000090,2026-04-22,04:42:22,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7031875,10,C,SR00000090,2026-04-22,04:42:27,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJRMKFLG,22,,SR00000090,2026-04-22,04:42:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,D31884S2,8,C,SR00000090,2026-04-22,04:42:46,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033DSP,9,C,SR00000090,2026-04-22,04:42:47,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033PIT,26,,SR00000090,2026-04-22,04:42:50,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030MU3,36,,SR00000090,2026-04-22,04:42:59,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033FLG,32,C,SR00000090,2026-04-22,04:42:59,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033PMS,5,,SR00000090,2026-04-22,04:43:02,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJBPRPTS,24,,SR00000090,2026-04-22,04:43:06,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033VS0,32,,SR00000090,2026-04-22,04:43:12,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7031807,10,C,SR00000090,2026-04-22,04:43:31,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DB1,20,,SR00000090,2026-04-22,04:43:32,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7032DVP,22,,SR00000090,2026-04-22,04:43:35,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,XK1RMKAD,28,C,SR00000090,2026-04-22,04:43:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7032DV6,15,,SR00000090,2026-04-22,04:43:49,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033786,5,,SR00000090,2026-04-22,04:43:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DPV,6,C,SR00000090,2026-04-22,04:43:55,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033TUB,25,C,SR00000090,2026-04-22,04:44:00,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DRV,28,,SR00000090,2026-04-22,04:44:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032IMP,7,C,SR00000090,2026-04-22,04:44:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7032DBD,18,,SR00000090,2026-04-22,04:44:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOLPKY23,5,C,SR00000090,2026-04-22,04:44:30,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TJBMFLA,22,,SR00000090,2026-04-22,04:44:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032IMF,8,C,SR00000090,2026-04-22,04:44:33,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJBPFLAG,27,,SR00000090,2026-04-22,04:44:41,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TJRM129,11,,SR00000090,2026-04-22,04:44:43,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032ICR,55,C,SR00000090,2026-04-22,04:44:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033885,12,C,SR00000090,2026-04-22,04:44:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJRPR129,14,,SR00000090,2026-04-22,04:44:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AIK,2,C,SR00000090,2026-04-22,04:44:54,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030210,82,,SR00000090,2026-04-22,04:45:03,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AIL,4,C,SR00000090,2026-04-22,04:45:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033SSV,51,,SR00000090,2026-04-22,04:45:12,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE000,28,C,SR00000090,2026-04-22,04:45:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047ODG,9,C,SR00000090,2026-04-22,04:45:17,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033369,49,,SR00000090,2026-04-22,04:45:21,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AIJ,13,C,SR00000090,2026-04-22,04:45:22,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033DPC,5,C,SR00000090,2026-04-22,04:45:25,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE700,6,C,SR00000090,2026-04-22,04:45:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033541,4,C,SR00000090,2026-04-22,04:45:28,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TFSPMC02,5,C,SR00000090,2026-04-22,04:45:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033089,22,C,SR00000090,2026-04-22,04:45:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE800,19,C,SR00000090,2026-04-22,04:45:33,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G01,15,C,SR00000090,2026-04-22,04:45:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE300,15,C,SR00000090,2026-04-22,04:45:38,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033093,1,C,SR00000090,2026-04-22,04:45:40,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T8MPMENU,5,C,SR00000090,2026-04-22,04:45:42,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047RED,3,C,SR00000090,2026-04-22,04:45:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TFSPMC01,8,C,SR00000090,2026-04-22,04:45:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036WTF,6,C,SR00000090,2026-04-22,04:45:56,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TBAPB040,1,C,SR00000090,2026-04-22,04:45:57,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033198,6,,SR00000090,2026-04-22,04:46:00,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T33UBRS,11,,SR00000090,2026-04-22,04:46:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033010,10,,SR00000090,2026-04-22,04:46:03,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047O34,9,,SR00000090,2026-04-22,04:46:04,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030MUP,36,,SR00000090,2026-04-22,04:46:13,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJHPRRRA,19,,SR00000090,2026-04-22,04:46:18,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033011,14,,SR00000090,2026-04-22,04:46:18,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJQPQCRE,13,C,SR00000090,2026-04-22,04:46:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047SUM,22,,SR00000090,2026-04-22,04:46:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJBPTRAS,16,C,SR00000090,2026-04-22,04:46:49,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047ICR,26,,SR00000090,2026-04-22,04:47:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJLPSEPS,17,C,SR00000090,2026-04-22,04:47:02,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJAPAUTB,11,,SR00000090,2026-04-22,04:47:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TRSPRM10,18,C,SR00000090,2026-04-22,04:47:10,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TWSPIATS,11,,SR00000090,2026-04-22,04:47:11,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047RSS,15,C,SR00000090,2026-04-22,04:47:22,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TIMPSDNV,11,,SR00000090,2026-04-22,04:47:23,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033519,9,,SR00000090,2026-04-22,04:47:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032ITY,4,,SR00000090,2026-04-22,04:47:27,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033259,12,,SR00000090,2026-04-22,04:47:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TVSPTVSM,5,,SR00000090,2026-04-22,04:47:30,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TJBMDEP,5,,SR00000090,2026-04-22,04:47:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DBP,13,C,SR00000090,2026-04-22,04:47:38,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJBPDEPN,12,,SR00000090,2026-04-22,04:47:41,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033360,14,,SR00000090,2026-04-22,04:47:49,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033378,195,,SR00000090,2026-04-22,04:47:50,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033776,5,,SR00000090,2026-04-22,04:47:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033PDA,13,C,SR00000090,2026-04-22,04:47:54,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJAPRADR,36,,SR00000090,2026-04-22,04:48:01,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TJVM302,3,,SR00000090,2026-04-22,04:48:04,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJVPR302,4,,SR00000090,2026-04-22,04:48:11,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030M16,19,,SR00000090,2026-04-22,04:48:20,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030FSM,4,,SR00000090,2026-04-22,04:48:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036RXT,5,,SR00000090,2026-04-22,04:48:31,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036RXA,10,,SR00000090,2026-04-22,04:48:34,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030VOS,26,,SR00000090,2026-04-22,04:48:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030764,13,,SR00000090,2026-04-22,04:48:39,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030978,13,,SR00000090,2026-04-22,04:48:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030762,8,,SR00000090,2026-04-22,04:48:45,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047OCC,6,,SR00000090,2026-04-22,04:48:47,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033181,5,,SR00000090,2026-04-22,04:48:50,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7032DV1,24,,SR00000090,2026-04-22,04:49:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7032EXA,47,,SR00000090,2026-04-22,04:49:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1CFMR3,7,,SR00000090,2026-04-22,04:49:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033RMK,64,,SR00000090,2026-04-22,04:49:35,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1261OD,2,,SR00000090,2026-04-22,04:49:37,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33PR01,5,,SR00000090,2026-04-22,04:49:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33PR10,5,C,SR00000090,2026-04-22,04:49:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T31884S1,13,C,SR00000090,2026-04-22,04:49:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033R10,6,,SR00000090,2026-04-22,04:49:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33BR01,6,,SR00000090,2026-04-22,04:50:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,D31884S1,13,C,SR00000090,2026-04-22,04:50:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1CFMR2,11,,SR00000090,2026-04-22,04:50:16,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033020,80,,SR00000090,2026-04-22,04:50:20,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G43,13,,SR00000090,2026-04-22,04:50:24,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033SEX,11,,SR00000090,2026-04-22,04:50:33,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK0A0TAD,3,C,SR00000090,2026-04-22,04:50:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030TR6,15,C,SR00000090,2026-04-22,04:50:39,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T33BTS6,15,C,SR00000090,2026-04-22,04:50:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030UPF,3,C,SR00000090,2026-04-22,04:50:44,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0A0TAC,21,C,SR00000090,2026-04-22,04:50:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030VOU,22,C,SR00000090,2026-04-22,04:50:50,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030U1A,10,C,SR00000090,2026-04-22,04:50:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033PAR,3,C,SR00000090,2026-04-22,04:50:55,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033472,3,C,SR00000090,2026-04-22,04:50:58,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033435,7,C,SR00000090,2026-04-22,04:51:01,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033FIB,32,C,SR00000090,2026-04-22,04:51:05,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036SAC,4,C,SR00000090,2026-04-22,04:51:07,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033507,11,C,SR00000090,2026-04-22,04:51:10,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033303,5,C,SR00000090,2026-04-22,04:51:13,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7034W18,5,C,SR00000090,2026-04-22,04:51:15,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036SAE,5,C,SR00000090,2026-04-22,04:51:18,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033619,5,C,SR00000090,2026-04-22,04:51:21,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WAG,10,C,SR00000090,2026-04-22,04:51:23,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WCB,7,C,SR00000090,2026-04-22,04:51:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039VAL,22,C,SR00000090,2026-04-22,04:51:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WAC,32,C,SR00000090,2026-04-22,04:51:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WAD,9,C,SR00000090,2026-04-22,04:51:35,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WR5,3,C,SR00000090,2026-04-22,04:51:38,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039W12,8,C,SR00000090,2026-04-22,04:51:40,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WHA,11,C,SR00000090,2026-04-22,04:51:43,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039WLA,7,C,SR00000090,2026-04-22,04:51:46,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T33RS871,10,C,SR00000090,2026-04-22,04:51:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031SDM,6,C,SR00000090,2026-04-22,04:51:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPDSFN,15,C,SR00000090,2026-04-22,04:51:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPAPRT,4,C,SR00000090,2026-04-22,04:51:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031897,3,C,SR00000090,2026-04-22,04:51:58,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33UTSP,12,C,SR00000090,2026-04-22,04:52:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33BERA,4,C,SR00000090,2026-04-22,04:52:04,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TNOP5000,5,C,SR00000090,2026-04-22,04:52:10,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33BWRT,15,C,SR00000090,2026-04-22,04:52:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033PD6,4,C,SR00000090,2026-04-22,04:52:15,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TNOPD000,8,C,SR00000090,2026-04-22,04:52:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030122,19,C,SR00000090,2026-04-22,04:52:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033CRM,14,C,SR00000090,2026-04-22,04:52:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031U25,7,C,SR00000090,2026-04-22,04:52:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033DDC,12,C,SR00000090,2026-04-22,04:52:35,DR1B,,,N,N,N,N,N,N,
